Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
12424.0,163,2,1760.9599999999996,1,2,4,7,Potential Loyalist
12425.0,78,1,777.1999999999999,2,1,3,6,Potential Loyalist
12426.0,195,1,582.73,1,1,2,4,At Risk
12427.0,22,3,825.8,3,3,3,9,Loyal Customers
12428.0,26,9,7956.46,3,4,4,11,Champions
12429.0,9,4,3750.4,4,3,4,11,Champions
12430.0,43,1,256.4,3,1,1,5,At Risk
12431.0,36,15,6487.45,3,4,4,11,Champions
12432.0,43,5,5059.319999999999,3,3,4,10,Champions
12433.0,1,7,13375.87,4,4,4,12,Champions
12434.0,85,2,806.14,2,2,3,7,Potential Loyalist
12435.0,80,2,7829.890000000001,2,2,4,8,Loyal Customers
12436.0,100,1,509.01000000000005,2,1,2,5,At Risk
12437.0,2,18,4951.41,4,4,4,12,Champions
12438.0,14,2,2906.8500000000004,4,2,4,10,Champions
12441.0,367,1,173.55,1,1,1,3,Hibernating
12442.0,3,1,172.06,4,1,1,6,Potential Loyalist
12444.0,21,5,5005.46,3,3,4,10,Champions
12445.0,22,1,133.4,3,1,1,5,At Risk
12446.0,58,1,1002.3100000000001,2,1,3,6,Potential Loyalist
12447.0,243,1,476.49,1,1,2,4,At Risk
12448.0,44,1,449.4500000000001,3,1,2,6,Potential Loyalist
12449.0,22,4,4067.2900000000004,3,3,4,10,Champions
12450.0,156,2,197.88,1,2,1,4,At Risk
12451.0,11,5,9035.52,4,3,4,11,Champions
12452.0,17,2,430.57,4,2,2,8,Loyal Customers
12453.0,134,1,707.0899999999999,2,1,3,6,Potential Loyalist
12454.0,56,1,3528.34,2,1,4,7,Potential Loyalist
12455.0,73,6,2466.8599999999997,2,4,4,10,Champions
12456.0,44,3,3181.04,3,3,4,10,Champions
12457.0,66,7,2363.23,2,4,4,10,Champions
12458.0,71,2,947.4,2,2,3,7,Potential Loyalist
12461.0,94,2,826.88,2,2,3,7,Potential Loyalist
12462.0,19,2,1189.5900000000001,3,2,3,8,Loyal Customers
12463.0,53,4,1344.7800000000002,2,3,3,8,Loyal Customers
12464.0,10,8,1212.05,4,4,3,11,Champions
12465.0,17,2,742.19,4,2,3,9,Loyal Customers
12468.0,188,2,729.54,1,2,3,6,Potential Loyalist
12471.0,2,30,19824.05,4,4,4,12,Champions
12472.0,32,7,6572.110000000001,3,4,4,11,Champions
12473.0,29,5,3938.55,3,3,4,10,Champions
12474.0,17,18,7375.79,4,4,4,12,Champions
12475.0,54,1,723.3799999999999,2,1,3,6,Potential Loyalist
12476.0,16,11,6816.42,4,4,4,12,Champions
12477.0,23,6,13219.740000000002,3,4,4,11,Champions
12478.0,4,1,680.9900000000001,4,1,3,8,Loyal Customers
12479.0,11,1,527.2,4,1,2,7,Potential Loyalist
12480.0,28,4,3281.6299999999997,3,3,4,10,Champions
12481.0,23,10,5596.32,3,4,4,11,Champions
12483.0,17,8,2484.98,4,4,4,12,Champions
12484.0,33,6,4541.719999999999,3,4,4,11,Champions
12488.0,10,3,1298.6600000000003,4,3,3,10,Champions
12489.0,336,1,334.92999999999995,1,1,2,4,At Risk
12490.0,5,10,5417.93,4,4,4,12,Champions
12491.0,39,1,460.40000000000003,3,1,2,6,Potential Loyalist
12492.0,63,2,263.21,2,2,1,5,At Risk
12493.0,166,2,433.74,1,2,2,5,At Risk
12494.0,16,7,1246.1,4,4,3,11,Champions
12497.0,82,1,1043.1,2,1,3,6,Potential Loyalist
12498.0,21,3,403.7,3,3,2,8,Loyal Customers
12500.0,23,11,4257.820000000001,3,4,4,11,Champions
12501.0,337,1,2169.3900000000003,1,1,4,6,Potential Loyalist
12502.0,96,5,3723.87,2,3,4,9,Loyal Customers
12504.0,18,2,482.04999999999995,4,2,2,8,Loyal Customers
12506.0,233,1,73.50000000000001,1,1,1,3,Hibernating
12507.0,134,3,1304.81,2,3,3,8,Loyal Customers
12508.0,26,2,398.27,3,2,2,7,Potential Loyalist
12509.0,284,1,176.5,1,1,1,3,Hibernating
12510.0,143,2,982.5699999999999,1,2,3,6,Potential Loyalist
12512.0,66,2,138.03,2,2,1,5,At Risk
12513.0,113,1,612.2900000000001,2,1,2,5,At Risk
12514.0,267,1,1017.6800000000001,1,1,3,5,At Risk
12515.0,353,1,383.70000000000005,1,1,2,4,At Risk
12516.0,78,2,1312.06,2,2,3,7,Potential Loyalist
12517.0,28,5,2502.84,3,3,4,10,Champions
12518.0,1,5,2056.89,4,3,4,11,Champions
12519.0,64,1,340.84000000000003,2,1,2,5,At Risk
12520.0,79,5,2634.26,2,3,4,9,Loyal Customers
12521.0,143,1,599.68,1,1,2,4,At Risk
12522.0,39,2,192.72000000000003,3,2,1,6,Potential Loyalist
12523.0,19,11,1789.77,3,4,4,11,Champions
12524.0,9,8,4485.719999999999,4,4,4,12,Champions
12526.0,1,3,1316.6600000000003,4,3,3,10,Champions
12527.0,82,3,348.71000000000004,2,3,2,7,Potential Loyalist
12528.0,9,6,1933.4800000000002,4,4,4,12,Champions
12530.0,60,4,1662.28,2,3,4,9,Loyal Customers
12531.0,15,1,125.22,4,1,1,6,Potential Loyalist
12532.0,30,1,349.83000000000004,3,1,2,6,Potential Loyalist
12534.0,131,1,1089.18,2,1,3,6,Potential Loyalist
12535.0,92,2,716.35,2,2,3,7,Potential Loyalist
12536.0,43,3,12601.830000000002,3,3,4,10,Champions
12538.0,29,1,363.95,3,1,2,6,Potential Loyalist
12539.0,22,4,5568.349999999999,3,3,4,10,Champions
12540.0,20,17,13400.24,3,4,4,11,Champions
12541.0,30,3,981.1800000000002,3,3,3,9,Loyal Customers
12544.0,36,1,372.70000000000005,3,1,2,6,Potential Loyalist
12545.0,75,2,1000.39,2,2,3,7,Potential Loyalist
12546.0,47,2,1161.5,3,2,3,8,Loyal Customers
12547.0,198,2,207.8,1,2,1,4,At Risk
12548.0,166,1,95.19999999999999,1,1,1,3,Hibernating
12550.0,79,1,964.83,2,1,3,6,Potential Loyalist
12551.0,358,1,168.0,1,1,1,3,Hibernating
12552.0,39,2,437.82,3,2,2,7,Potential Loyalist
12553.0,8,10,3692.2799999999997,4,4,4,12,Champions
12556.0,50,2,603.7099999999999,3,2,2,7,Potential Loyalist
12557.0,16,5,11990.96,4,3,4,11,Champions
12558.0,8,1,269.96000000000004,4,1,1,6,Potential Loyalist
12559.0,311,2,561.7099999999999,1,2,2,5,At Risk
12560.0,5,3,2134.01,4,3,4,11,Champions
12561.0,303,1,238.85,1,1,1,3,Hibernating
12562.0,8,7,3781.74,4,4,4,12,Champions
12564.0,261,1,456.90000000000003,1,1,2,4,At Risk
12565.0,289,1,145.92000000000002,1,1,1,3,Hibernating
12566.0,86,1,351.65,2,1,2,5,At Risk
12567.0,23,10,9401.279999999999,3,4,4,11,Champions
12569.0,2,32,4124.6900000000005,4,4,4,12,Champions
12571.0,40,2,519.61,3,2,2,7,Potential Loyalist
12572.0,9,2,1020.42,4,2,3,9,Loyal Customers
12573.0,227,1,160.54,1,1,1,3,Hibernating
12574.0,316,1,218.45000000000002,1,1,1,3,Hibernating
12576.0,36,5,1315.83,3,3,3,9,Loyal Customers
12577.0,35,3,657.8,3,3,2,8,Loyal Customers
12578.0,21,2,2794.5099999999998,3,2,4,9,Loyal Customers
12579.0,78,1,440.41999999999996,2,1,2,5,At Risk
12580.0,247,1,415.70000000000005,1,1,2,4,At Risk
12581.0,40,1,197.70999999999998,3,1,1,5,At Risk
12582.0,239,2,511.3599999999999,1,2,2,5,At Risk
12583.0,3,15,7281.379999999999,4,4,4,12,Champions
12584.0,4,9,2338.1500000000005,4,4,4,12,Champions
12585.0,234,2,2040.0999999999997,1,2,4,7,Potential Loyalist
12586.0,17,1,196.94000000000003,4,1,1,6,Potential Loyalist
12587.0,8,1,144.0,4,1,1,6,Potential Loyalist
12588.0,39,1,214.89999999999998,3,1,1,5,At Risk
12589.0,29,2,646.6800000000001,3,2,2,7,Potential Loyalist
12590.0,211,2,9864.26,1,2,4,7,Potential Loyalist
12591.0,317,1,452.84999999999997,1,1,2,4,At Risk
12592.0,92,2,437.6,2,2,2,6,Potential Loyalist
12593.0,109,3,418.0999999999999,2,3,2,7,Potential Loyalist
12594.0,38,10,3338.2200000000003,3,4,4,11,Champions
12596.0,51,2,618.27,3,2,2,7,Potential Loyalist
12597.0,19,4,3811.2199999999993,3,3,4,10,Champions
12598.0,10,8,3023.08,4,4,4,12,Champions
12599.0,29,7,1032.5800000000004,3,4,3,10,Champions
12600.0,29,10,2599.04,3,4,4,11,Champions
12601.0,190,5,577.0600000000001,1,3,2,6,Potential Loyalist
12602.0,59,1,153.12,2,1,1,4,At Risk
12603.0,22,1,739.1999999999999,3,1,3,7,Potential Loyalist
12604.0,79,2,254.17999999999998,2,2,1,5,At Risk
12607.0,60,1,1579.51,2,1,3,6,Potential Loyalist
12609.0,78,3,1126.8500000000001,2,3,3,8,Loyal Customers
12610.0,23,5,2099.54,3,3,4,10,Champions
12611.0,52,1,1193.32,2,1,3,6,Potential Loyalist
12612.0,74,1,704.04,2,1,3,6,Potential Loyalist
12613.0,57,5,3344.38,2,3,4,9,Loyal Customers
12614.0,278,1,315.59999999999997,1,1,2,4,At Risk
12615.0,2,4,2291.1899999999996,4,3,4,11,Champions
12616.0,95,2,713.3,2,2,3,7,Potential Loyalist
12617.0,29,1,355.53000000000003,3,1,2,6,Potential Loyalist
12618.0,22,1,177.31,3,1,1,5,At Risk
12619.0,16,9,3641.24,4,4,4,12,Champions
12620.0,15,3,1339.41,4,3,3,10,Champions
12621.0,2,20,13689.67,4,4,4,12,Champions
12622.0,232,1,180.09999999999997,1,1,1,3,Hibernating
12623.0,276,1,305.1,1,1,1,3,Hibernating
12624.0,106,2,641.13,2,2,2,6,Potential Loyalist
12625.0,212,2,2683.82,1,2,4,7,Potential Loyalist
12626.0,23,9,6620.48,3,4,4,11,Champions
12627.0,11,7,4478.530000000001,4,4,4,12,Champions
12628.0,4,3,786.4599999999999,4,3,3,10,Champions
12630.0,10,2,1270.88,4,2,3,9,Loyal Customers
12631.0,57,1,640.5,2,1,2,5,At Risk
12633.0,59,4,2163.98,2,3,4,9,Loyal Customers
12635.0,90,2,1689.1800000000003,2,2,4,8,Loyal Customers
12637.0,67,8,6021.9,2,4,4,10,Champions
12638.0,33,1,671.69,3,1,2,6,Potential Loyalist
12639.0,239,1,486.1,1,1,2,4,At Risk
12640.0,24,3,1174.58,3,3,3,9,Loyal Customers
12641.0,115,1,185.9,2,1,1,4,At Risk
12642.0,25,3,1013.26,3,3,3,9,Loyal Customers
12643.0,128,6,3344.6399999999994,2,4,4,10,Champions
12644.0,130,1,477.90999999999997,2,1,2,5,At Risk
12645.0,34,4,1775.1800000000003,3,3,4,10,Champions
12646.0,5,2,1346.97,4,2,3,9,Loyal Customers
12647.0,22,12,3722.82,3,4,4,11,Champions
12648.0,155,1,318.04999999999995,1,1,2,4,At Risk
12649.0,107,3,623.51,2,3,2,7,Potential Loyalist
12650.0,3,1,314.44,4,1,2,7,Potential Loyalist
12651.0,335,1,114.0,1,1,1,3,Hibernating
12652.0,331,1,919.98,1,1,3,5,At Risk
12653.0,149,2,2209.85,1,2,4,7,Potential Loyalist
12654.0,11,5,601.9799999999999,4,3,2,9,Loyal Customers
12656.0,17,5,4051.17,4,3,4,11,Champions
12657.0,11,4,1643.18,4,3,3,10,Champions
12658.0,19,1,686.05,3,1,3,7,Potential Loyalist
12659.0,30,1,91.68,3,1,1,5,At Risk
12660.0,11,1,245.10000000000002,4,1,1,6,Potential Loyalist
12662.0,1,11,3849.7799999999997,4,4,4,12,Champions
12664.0,8,9,4881.88,4,4,4,12,Champions
12665.0,325,1,63.0,1,1,1,3,Hibernating
12667.0,58,1,620.1300000000001,2,1,2,5,At Risk
12668.0,12,4,3807.15,4,3,4,11,Champions
12669.0,151,3,2744.03,1,3,4,8,Loyal Customers
12670.0,10,5,2996.0500000000006,4,3,4,11,Champions
12672.0,330,1,225.9,1,1,1,3,Hibernating
12673.0,5,2,610.52,4,2,2,8,Loyal Customers
12674.0,39,4,1970.6000000000001,3,3,4,10,Champions
12676.0,25,6,1331.39,3,4,3,10,Champions
12678.0,42,12,17628.46,3,4,4,11,Champions
12679.0,59,4,1113.02,2,3,3,8,Loyal Customers
12680.0,1,4,880.8100000000002,4,3,3,10,Champions
12681.0,15,22,13787.54,4,4,4,12,Champions
12682.0,4,31,12288.220000000001,4,4,4,12,Champions
12683.0,4,15,8476.57,4,4,4,12,Champions
12684.0,8,7,2283.63,4,4,4,12,Champions
12685.0,28,6,2863.08,3,4,4,11,Champions
12686.0,372,1,89.14,1,1,1,3,Hibernating
12688.0,114,1,4873.8099999999995,2,1,4,7,Potential Loyalist
12689.0,26,2,1247.61,3,2,3,8,Loyal Customers
12690.0,206,1,389.01,1,1,2,4,At Risk
12691.0,28,6,1035.8,3,4,3,10,Champions
12693.0,127,4,855.91,2,3,3,8,Loyal Customers
12694.0,70,2,869.67,2,2,3,7,Potential Loyalist
12695.0,7,4,582.1,4,3,2,9,Loyal Customers
12697.0,29,3,957.5899999999999,3,3,3,9,Loyal Customers
12700.0,8,4,4939.99,4,3,4,11,Champions
12701.0,80,2,797.71,2,2,3,7,Potential Loyalist
12702.0,20,1,219.0,3,1,1,5,At Risk
12703.0,71,1,283.55,2,1,1,4,At Risk
12704.0,7,8,2340.8399999999997,4,4,4,12,Champions
12705.0,15,9,6868.290000000001,4,4,4,12,Champions
12707.0,292,1,603.42,1,1,2,4,At Risk
12708.0,30,10,2712.91,3,4,4,11,Champions
12709.0,15,15,9736.52,4,4,4,12,Champions
12710.0,97,3,1149.0200000000002,2,3,3,8,Loyal Customers
12712.0,29,13,4396.13,3,4,4,11,Champions
12713.0,1,1,848.5500000000001,4,1,3,8,Loyal Customers
12714.0,9,5,4708.860000000001,4,3,4,11,Champions
12715.0,106,1,353.85999999999996,2,1,2,5,At Risk
12716.0,4,2,1053.4900000000002,4,2,3,9,Loyal Customers
12717.0,151,2,1030.98,1,2,3,6,Potential Loyalist
12718.0,71,1,238.25,2,1,1,4,At Risk
12719.0,5,2,644.95,4,2,2,8,Loyal Customers
12720.0,3,25,5781.730000000001,4,4,4,12,Champions
12721.0,32,6,2656.13,3,4,4,11,Champions
12722.0,85,4,997.6300000000001,2,3,3,8,Loyal Customers
12723.0,4,5,725.07,4,3,3,10,Champions
12724.0,5,4,1031.4099999999999,4,3,3,10,Champions
12725.0,371,1,427.8,1,1,2,4,At Risk
12726.0,28,7,2609.1,3,4,4,11,Champions
12727.0,11,7,3980.7000000000003,4,4,4,12,Champions
12728.0,71,4,836.3299999999999,2,3,3,8,Loyal Customers
12729.0,114,1,453.01000000000005,2,1,2,5,At Risk
12731.0,24,12,18895.91,3,4,4,11,Champions
12732.0,180,1,236.26000000000005,1,1,1,3,Hibernating
12733.0,234,1,383.95000000000005,1,1,2,4,At Risk
12734.0,353,1,110.39999999999999,1,1,1,3,Hibernating
12735.0,315,2,779.57,1,2,3,6,Potential Loyalist
12736.0,333,1,234.00000000000003,1,1,1,3,Hibernating
12738.0,372,1,155.35,1,1,1,3,Hibernating
12739.0,78,2,1013.0400000000001,2,2,3,7,Potential Loyalist
12740.0,64,1,427.59999999999997,2,1,2,5,At Risk
12743.0,134,2,546.4300000000001,2,2,2,6,Potential Loyalist
12744.0,52,7,21279.29,2,4,4,10,Champions
12747.0,2,11,4196.009999999999,4,4,4,12,Champions
12748.0,1,210,33719.73,4,4,4,12,Champions
12749.0,4,5,4090.88,4,3,4,11,Champions
12750.0,129,1,275.88,2,1,1,4,At Risk
12752.0,81,1,4366.780000000001,2,1,4,7,Potential Loyalist
12753.0,23,6,21429.39,3,4,4,11,Champions
12754.0,236,3,3010.7400000000002,1,3,4,8,Loyal Customers
12755.0,281,2,3811.9499999999994,1,2,4,7,Potential Loyalist
12756.0,87,1,112.08000000000001,2,1,1,4,At Risk
12757.0,16,13,7857.1,4,4,4,12,Champions
12758.0,117,2,2791.59,2,2,4,8,Loyal Customers
12759.0,52,3,1531.4400000000003,2,3,3,8,Loyal Customers
12762.0,8,2,1898.5200000000004,4,2,4,10,Champions
12763.0,138,2,494.08000000000004,2,2,2,6,Potential Loyalist
12764.0,317,1,1693.88,1,1,4,6,Potential Loyalist
12766.0,4,7,6989.63,4,4,4,12,Champions
12769.0,239,1,1143.6,1,1,3,5,At Risk
12770.0,211,1,1351.4499999999998,1,1,3,5,At Risk
12772.0,60,1,892.4700000000001,2,1,3,6,Potential Loyalist
12775.0,17,5,1386.0400000000002,4,3,3,10,Champions
12778.0,20,6,822.23,3,4,3,10,Champions
12779.0,38,8,3981.3599999999997,3,4,4,11,Champions
12781.0,64,2,826.74,2,2,3,7,Potential Loyalist
12782.0,5,5,2330.9200000000005,4,3,4,11,Champions
12783.0,2,6,2225.91,4,4,4,12,Champions
12784.0,9,2,574.4200000000001,4,2,2,8,Loyal Customers
12785.0,364,1,311.95,1,1,2,4,At Risk
12787.0,10,3,463.65999999999997,4,3,2,9,Loyal Customers
12789.0,65,1,91.85000000000001,2,1,1,4,At Risk
12790.0,192,1,324.9200000000001,1,1,2,4,At Risk
12791.0,374,1,192.60000000000002,1,1,1,3,Hibernating
12792.0,257,1,400.53999999999996,1,1,2,4,At Risk
12793.0,335,2,545.48,1,2,2,5,At Risk
12794.0,53,2,860.41,2,2,3,7,Potential Loyalist
12795.0,19,1,430.48,3,1,2,6,Potential Loyalist
12797.0,366,1,254.03,1,1,1,3,Hibernating
12798.0,10,3,6977.04,4,3,4,11,Champions
12802.0,187,1,427.58,1,1,2,4,At Risk
12808.0,37,3,483.65000000000003,3,3,2,8,Loyal Customers
12809.0,178,1,489.31,1,1,2,4,At Risk
12811.0,261,3,514.8499999999999,1,3,2,6,Potential Loyalist
12812.0,45,1,229.64,3,1,1,5,At Risk
12814.0,102,1,125.92,2,1,1,4,At Risk
12815.0,148,2,1063.46,1,2,3,6,Potential Loyalist
12816.0,96,2,572.2,2,2,2,6,Potential Loyalist
12817.0,281,1,166.04,1,1,1,3,Hibernating
12818.0,262,1,1542.08,1,1,3,5,At Risk
12820.0,3,4,942.34,4,3,3,10,Champions
12821.0,214,1,92.72,1,1,1,3,Hibernating
12822.0,71,2,948.8800000000002,2,2,3,7,Potential Loyalist
12823.0,75,5,1759.5,2,3,4,9,Loyal Customers
12824.0,60,1,397.11999999999995,2,1,2,5,At Risk
12826.0,3,7,1474.72,4,4,3,11,Champions
12827.0,6,3,430.15,4,3,2,9,Loyal Customers
12828.0,3,6,1018.71,4,4,3,11,Champions
12829.0,337,2,293.0,1,2,1,4,At Risk
12830.0,38,6,6814.640000000001,3,4,4,11,Champions
12831.0,262,1,215.05,1,1,1,3,Hibernating
12832.0,32,2,383.03000000000003,3,2,2,7,Potential Loyalist
12833.0,145,1,417.38,1,1,2,4,At Risk
12834.0,283,1,312.38,1,1,2,4,At Risk
12836.0,59,4,2612.8599999999997,2,3,4,9,Loyal Customers
12837.0,173,1,134.1,1,1,1,3,Hibernating
12838.0,34,2,683.13,3,2,3,8,Loyal Customers
12839.0,3,14,5591.42,4,4,4,12,Champions
12840.0,144,4,2726.77,1,3,4,8,Loyal Customers
12841.0,5,25,4022.35,4,4,4,12,Champions
12842.0,70,2,1118.99,2,2,3,7,Potential Loyalist
12843.0,66,8,1702.2600000000002,2,4,4,10,Champions
12844.0,29,2,325.96,3,2,2,7,Potential Loyalist
12845.0,267,4,354.09,1,3,2,6,Potential Loyalist
12847.0,22,1,871.5399999999998,3,1,3,7,Potential Loyalist
12849.0,31,2,1050.8899999999999,3,2,3,8,Loyal Customers
12851.0,97,1,135.18,2,1,1,4,At Risk
12852.0,295,1,311.55,1,1,2,4,At Risk
12853.0,135,6,1957.1000000000004,2,4,4,10,Champions
12854.0,79,3,1324.5000000000002,2,3,3,8,Loyal Customers
12855.0,373,1,38.1,1,1,1,3,Hibernating
12856.0,8,6,2179.93,4,4,4,12,Champions
12857.0,211,2,1106.4,1,2,3,6,Potential Loyalist
12863.0,52,1,521.2,2,1,2,5,At Risk
12864.0,138,1,147.12,2,1,1,4,At Risk
12865.0,26,2,1568.23,3,2,3,8,Loyal Customers
12866.0,283,1,559.12,1,1,2,4,At Risk
12867.0,26,7,4036.82,3,4,4,11,Champions
12868.0,186,6,1607.0600000000002,1,4,3,8,Loyal Customers
12871.0,84,2,380.64000000000004,2,2,2,6,Potential Loyalist
12872.0,327,2,599.9700000000001,1,2,2,5,At Risk
12873.0,282,1,374.0,1,1,2,4,At Risk
12875.0,143,2,343.2300000000001,1,2,2,5,At Risk
12876.0,58,2,2218.020000000001,2,2,4,8,Loyal Customers
12877.0,4,12,1535.7700000000002,4,4,3,11,Champions
12878.0,236,2,854.99,1,2,3,6,Potential Loyalist
12879.0,45,3,573.22,3,3,2,8,Loyal Customers
12881.0,276,1,298.0,1,1,1,3,Hibernating
12882.0,9,2,1463.0399999999997,4,2,3,9,Loyal Customers
12883.0,25,4,703.47,3,3,3,9,Loyal Customers
12884.0,88,1,309.05000000000007,2,1,2,5,At Risk
12885.0,63,3,1175.2199999999998,2,3,3,8,Loyal Customers
12886.0,68,2,1378.3999999999999,2,2,3,7,Potential Loyalist
12888.0,214,2,354.12,1,2,2,5,At Risk
12890.0,24,1,380.47,3,1,2,6,Potential Loyalist
12891.0,186,3,331.0,1,3,2,6,Potential Loyalist
12893.0,31,1,188.14000000000001,3,1,1,5,At Risk
12895.0,42,2,372.8,3,2,2,7,Potential Loyalist
12897.0,205,2,216.5,1,2,1,4,At Risk
12901.0,9,28,17654.539999999997,4,4,4,12,Champions
12902.0,265,1,138.67999999999998,1,1,1,3,Hibernating
12904.0,18,2,509.58,4,2,2,8,Loyal Customers
12906.0,12,5,2919.81,4,3,4,11,Champions
12908.0,176,2,750.0,1,2,3,6,Potential Loyalist
12909.0,40,5,2178.67,3,3,4,10,Champions
12910.0,23,8,3075.0400000000004,3,4,4,11,Champions
12912.0,3,5,1662.3,4,3,4,11,Champions
12913.0,5,5,2483.6299999999997,4,3,4,11,Champions
12915.0,149,2,363.65,1,2,2,5,At Risk
12916.0,139,4,3006.1499999999996,2,3,4,9,Loyal Customers
12917.0,128,1,594.0,2,1,2,5,At Risk
12919.0,8,6,1335.19,4,4,3,11,Champions
12920.0,17,1,164.23000000000002,4,1,1,6,Potential Loyalist
12921.0,9,37,16587.09,4,4,4,12,Champions
12922.0,161,1,405.38,1,1,2,4,At Risk
12923.0,64,1,176.97,2,1,1,4,At Risk
12924.0,88,4,933.7000000000002,2,3,3,8,Loyal Customers
12925.0,5,2,694.05,4,2,3,9,Loyal Customers
12928.0,35,5,2062.7,3,4,4,11,Champions
12929.0,312,1,117.85,1,1,1,3,Hibernating
12930.0,78,2,415.8,2,2,2,6,Potential Loyalist
12931.0,22,15,42055.96,3,4,4,11,Champions
12933.0,24,3,607.53,3,3,2,8,Loyal Customers
12935.0,2,7,2160.7,4,4,4,12,Champions
12936.0,17,4,1063.8999999999999,4,3,3,10,Champions
12937.0,15,4,1504.2700000000002,4,3,3,10,Champions
12938.0,26,1,114.13999999999999,3,1,1,5,At Risk
12939.0,64,8,11581.800000000001,2,4,4,10,Champions
12940.0,55,2,913.54,2,2,3,7,Potential Loyalist
12942.0,131,3,683.9000000000001,2,3,3,8,Loyal Customers
12944.0,36,2,604.5099999999999,3,2,2,7,Potential Loyalist
12945.0,288,1,462.95000000000005,1,1,2,4,At Risk
12947.0,144,6,1603.99,1,4,3,8,Loyal Customers
12948.0,16,7,2064.95,4,4,4,12,Champions
12949.0,31,8,4167.22,3,4,4,11,Champions
12950.0,2,3,1843.0,4,3,4,11,Champions
12951.0,9,6,1064.07,4,4,3,11,Champions
12952.0,6,4,1387.79,4,3,3,10,Champions
12953.0,10,1,329.85,4,1,2,7,Potential Loyalist
12955.0,1,11,4757.160000000001,4,4,4,12,Champions
12956.0,306,1,108.07,1,1,1,3,Hibernating
12957.0,10,8,4017.54,4,4,4,12,Champions
